tweet_id,tweet_text,retweet_count,favorite_count,text_range,created_at
821107785811234820,Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey https://t.co/8SiwKDlRcl,2297,10090,"[0, 130]",Mon Jan 16 21:32:06 +0000 2017
821044531881721856,This is Flash. He went way too hard celebrating Martin Luther King Day last night. 12/10 now he's having a dream in his honor https://t.co/bryVdNaRcu,2470,13331,"[0, 125]",Mon Jan 16 17:20:45 +0000 2017
820837357901512704,RT @dog_rates: This is Finn. He's wondering if you come here often. Fr*ckin flirtatious af. 12/10 would give number to https://t.co/ii5eNX5…,7229,0,"[0, 140]",Mon Jan 16 03:37:31 +0000 2017
820749716845686786,Meet Sunny. He can take down a polar bear in one fell swoop. Fr*cken deadly af. 13/10 would pet with caution https://t.co/EMq8Ud6Ze1,10680,33212,"[0, 108]",Sun Jan 15 21:49:15 +0000 2017
820690176645140481,The floofs have been released I repeat the floofs have been released. 84/70 https://t.co/NIYC820tmd,3471,12846,"[0, 75]",Sun Jan 15 17:52:40 +0000 2017
820494788566847489,"RT @dog_rates: We are proud to support @LoveYourMelon on their mission to put a hat on every kid battling cancer. They are 14/10

https://t…",608,0,"[0, 140]",Sun Jan 15 04:56:16 +0000 2017
820446719150292993,RT @dog_rates: This is Peaches. She's the ultimate selfie sidekick. Super sneaky tongue slip appreciated. 13/10 https://t.co/pbKOesr8Tg,2784,0,"[0, 135]",Sun Jan 15 01:45:15 +0000 2017
820314633777061888,"We are proud to support @LoveYourMelon on their mission to put a hat on every kid battling cancer. They are 14/10

https://t.co/XQlmPTLHPl https://t.co/ZNIkkHgtYE",608,3511,"[0, 138]",Sat Jan 14 17:00:24 +0000 2017
820078625395449857,I've never wanted to go to a camp more in my entire life. 12/10 for all on board https://t.co/wJZlpGFEbD,6782,20874,"[0, 80]",Sat Jan 14 01:22:35 +0000 2017
820013781606658049,"RT @dog_rates: This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:
https://…",1277,0,"[0, 140]",Fri Jan 13 21:04:55 +0000 2017
819952236453363712,"This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:
https://t.co/f5WMsx0a9K https://t.co/6lJz0DKZIb",1277,5605,"[0, 139]",Fri Jan 13 17:00:21 +0000 2017
819924195358416896,Here we have a doggo who has messed up. He was hoping you wouldn't notice. 11/10 someone help him https://t.co/XdRNXNYD4E,5216,13562,"[0, 97]",Fri Jan 13 15:08:56 +0000 2017
819711362133872643,This is Howie. He just bloomed. 11/10 revolutionary af https://t.co/m5fYxrO3IU,3376,14181,"[0, 54]",Fri Jan 13 01:03:12 +0000 2017
819588359383371776,This is Jazzy. She just found out that sandwich wasn't for her. Shocked and puppalled. 13/10 deep breaths Jazzy https://t.co/52cItP0vIO,2125,10103,"[0, 111]",Thu Jan 12 16:54:26 +0000 2017
819347104292290561,Say hello to Anna and Elsa. They fall asleep in similar positions. It's pretty wild. Both 12/10 would snug simultaneously https://t.co/8rUL99bX4W,1301,7610,"[0, 121]",Thu Jan 12 00:55:47 +0000 2017
819238181065359361,"Some happy pupper news to share. 10/10 for everyone involved 
https://t.co/MefMAZX2uv",437,2412,"[0, 85]",Wed Jan 11 17:42:57 +0000 2017
819227688460238848,This is Finn. He's wondering if you come here often. Fr*ckin flirtatious af. 12/10 would give number to https://t.co/ii5eNX5LJT,7229,24316,"[0, 103]",Wed Jan 11 17:01:16 +0000 2017
819015337530290176,RT @dog_rates: This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,39700,0,"[0, 122]",Wed Jan 11 02:57:27 +0000 2017
819015331746349057,RT @dog_rates: This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet https://t.co/YOC1fHFCSb,20455,0,"[0, 136]",Wed Jan 11 02:57:26 +0000 2017
819006400881917954,This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet https://t.co/YOC1fHFCSb,20455,47642,"[0, 97]",Wed Jan 11 02:21:57 +0000 2017
819004803107983360,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,39700,91365,"[0, 83]",Wed Jan 11 02:15:36 +0000 2017
818646164899774465,RT @dog_rates: This is Seamus. He's very bad at entering pools. Still a very good boy tho 11/10 https://t.co/hfi264QwYM,22531,0,"[0, 119]",Tue Jan 10 02:30:30 +0000 2017
818627210458333184,Meet Wafer. He represents every fiber of my being. 13/10 very good dog https://t.co/I7bkhxBxUG,8059,23404,"[0, 70]",Tue Jan 10 01:15:10 +0000 2017
818614493328580609,This is Bear. He's a passionate believer of the outdoors. Leaves excite him. 12/10 would hug softly https://t.co/FOF0hBDxP8,2785,10391,"[0, 99]",Tue Jan 10 00:24:38 +0000 2017
818588835076603904,RT @dog_rates: This is Chelsea. She forgot how to dog. 11/10 get it together pupper https://t.co/nBJ5RE4yHb,6637,0,"[0, 107]",Mon Jan 09 22:42:41 +0000 2017
818536468981415936,This is Tom. He's a silly dog. Known for his unconventional swing style. One h*ck of a sneaky tongue slip too. 11/10 would push https://t.co/6fSVcn9HAU,2675,11509,"[0, 127]",Mon Jan 09 19:14:36 +0000 2017
818307523543449600,RT @dog_rates: Meet Moose. He doesn't want his friend to go back to college. 13/10 looks like you're staying home John https://t.co/LIhmM7i…,8781,0,"[0, 140]",Mon Jan 09 04:04:51 +0000 2017
818259473185828864,This is Florence. He saw the same snap you sent him on your story. Pretty pupset with you. 12/10 https://t.co/rnkvT2kvib,2471,11625,"[0, 96]",Mon Jan 09 00:53:55 +0000 2017
818145370475810820,This is Autumn. Her favorite toy is a cheeseburger. She takes it everywhere. 11/10 https://t.co/JlPug12E5Z,2802,12956,"[0, 82]",Sun Jan 08 17:20:31 +0000 2017
817908911860748288,"Looks like he went cross-eyed trying way too hard to use the force. 12/10 
https://t.co/bbuKxk0fM8",852,5113,"[0, 98]",Sun Jan 08 01:40:55 +0000 2017
817827839487737858,This is Buddy. He ran into a glass door once. Now he's h*ckin skeptical. 13/10 empowering af (vid by Brittany Gaunt) https://t.co/q2BgNIi3OA,29374,54620,"[0, 116]",Sat Jan 07 20:18:46 +0000 2017
817777686764523521,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7",2892,11304,"[0, 140]",Sat Jan 07 16:59:28 +0000 2017
817536400337801217,"Say hello to Eugene &amp; Patti Melt. No matter how dysfunctional they get, they will never top their owners. Both 12/10 would pet at same time https://t.co/jQUdvtdYMu",3285,12434,"[0, 143]",Sat Jan 07 01:00:41 +0000 2017
817502432452313088,RT @dog_rates: Meet Herschel. He's slightly bigger than ur average pupper. Looks lonely. Could probably ride 7/10 would totally pet https:/…,3667,0,"[0, 140]",Fri Jan 06 22:45:43 +0000 2017
817423860136083457,This is Ken. His cheeks are magic. 13/10 (IG: ken_shiba) https://t.co/btzf1zTDeQ,16139,36005,"[0, 56]",Fri Jan 06 17:33:29 +0000 2017
817415592588222464,"Meet Strudel. He's rather h*ckin pupset that your clothes clash. 11/10 click the link to see how u can help Strudel

https://t.co/3uxgLz8d0l https://t.co/O0ECL1StB2",1041,5917,"[0, 140]",Fri Jan 06 17:00:38 +0000 2017
817181837579653120,RT @dog_rates: Here's a pupper with squeaky hiccups. Please enjoy. 13/10 https://t.co/MiMKtsLN6k,9176,0,"[0, 96]",Fri Jan 06 01:31:47 +0000 2017
817171292965273600,This is Tebow. He kindly requests that you put down the coffee and play with him. 13/10 such a good boy https://t.co/56uBP28eqw,2178,9220,"[0, 103]",Fri Jan 06 00:49:53 +0000 2017
817120970343411712,Name a more iconic quartet... I'll wait. 13/10 for all https://t.co/kCLgD8687T,2831,12862,"[0, 54]",Thu Jan 05 21:29:55 +0000 2017
817056546584727552,This is Chloe. She fell asleep at the wheel. Absolute menace on the roadways. Sneaky tongue slip tho. 11/10 https://t.co/r6SLVN2VUH,1782,9055,"[0, 107]",Thu Jan 05 17:13:55 +0000 2017
816829038950027264,RT @dog_rates: This is Betty. She's assisting with the dishes. Such a good puppo. 12/10 h*ckin helpful af https://t.co/dgvTPZ9tgI,5095,0,"[0, 129]",Thu Jan 05 02:09:53 +0000 2017
816816676327063552,This is Timber. He misses Christmas. Specifically the presents part. 12/10 cheer pup Timber https://t.co/dVVavqpeF9,2190,10580,"[0, 91]",Thu Jan 05 01:20:46 +0000 2017
816697700272001025,This is Binky. She appears to be rather h*ckin cozy. Nifty leg cross as well. 12/10 would snug well https://t.co/WFt82XLyEF,2384,10351,"[0, 99]",Wed Jan 04 17:27:59 +0000 2017
816450570814898180,Meet Moose. He doesn't want his friend to go back to college. 13/10 looks like you're staying home John https://t.co/LIhmM7i70k,8781,32229,"[0, 103]",Wed Jan 04 01:05:59 +0000 2017
816336735214911488,This is Dudley. He found a flower and now he's a queen. 11/10 would be an honor to pet https://t.co/nuJxtmlLcY,2115,9086,"[0, 86]",Tue Jan 03 17:33:39 +0000 2017
816091915477250048,This is Comet. He's a Wild Estonian Poofer. Surprised they caught him. 12/10 would pet well https://t.co/tlfuZ25IMi,2334,9442,"[0, 91]",Tue Jan 03 01:20:49 +0000 2017
816062466425819140,"RT @dog_rates: Meet Jack. He's one of the rare doggos that doesn't mind baths. 11/10 click the link to see how you can help Jack!

https://…",1127,0,"[0, 140]",Mon Jan 02 23:23:48 +0000 2017
816014286006976512,RT @dog_rates: This is Larry. He has no self control. Tongue still nifty af tho 11/10 https://t.co/ghyT4Ubk1r,5742,0,"[0, 109]",Mon Jan 02 20:12:21 +0000 2017
815990720817401858,"Meet Jack. He's one of the rare doggos that doesn't mind baths. 11/10 click the link to see how you can help Jack!

https://t.co/r4W111FzAq https://t.co/fQpYuMKG3p",1127,5275,"[0, 139]",Mon Jan 02 18:38:42 +0000 2017
815966073409433600,Here's a pupper with squeaky hiccups. Please enjoy. 13/10 https://t.co/MiMKtsLN6k,9176,23665,"[0, 57]",Mon Jan 02 17:00:46 +0000 2017
815745968457060357,RT @dog_rates: Say hello to Levi. He's a Madagascan Butterbop. One of the more docile Butterbops I've seen. 12/10 would give all the pets h…,4470,0,"[0, 140]",Mon Jan 02 02:26:09 +0000 2017
815736392542261248,This is Akumi. It's his birthday. He received many lickable gifts. 11/10 happy h*ckin birthday https://t.co/gd9UlLOCQ0,2459,10403,"[0, 94]",Mon Jan 02 01:48:06 +0000 2017
815639385530101762,This is Titan. His nose is quite chilly. Requests to return to the indoors. 12/10 would boop to warm https://t.co/bLZuOh9sKy,1776,8680,"[0, 100]",Sun Jan 01 19:22:38 +0000 2017
815390420867969024,Happy New Year from the squad! 13/10 for all https://t.co/9njRxyUd5L,4119,10943,"[0, 44]",Sun Jan 01 02:53:20 +0000 2017
814986499976527872,This is Cooper. Someone attacked him with a sharpie. Poor pupper. 11/10 nifty tongue slip tho https://t.co/01vpuRDXQ8,1389,8081,"[0, 93]",Sat Dec 31 00:08:17 +0000 2016
814638523311648768,This is Olivia. She's a passionate advocate of candid selfies. 12/10 would boop shnoop https://t.co/0LdNjoiNbv,2933,11906,"[0, 86]",Fri Dec 30 01:05:33 +0000 2016
814578408554463233,RT @dog_rates: Meet Beau &amp; Wilbur. Wilbur stole Beau's bed from him. Wilbur now has so much room for activities. 9/10 for both pups https:/…,6274,0,"[0, 144]",Thu Dec 29 21:06:41 +0000 2016
814530161257443328,This is Alf. Someone just rubbed a balloon on his head. He's only a little pupset about it. 12/10 would pet well https://t.co/IOdgfnSE9G,2009,9148,"[0, 112]",Thu Dec 29 17:54:58 +0000 2016
814153002265309185,This is Oshie. He's ready to party. Bought that case himself. 12/10 someone tell Oshie it's Wednesday morning https://t.co/YIJo7X7K9J,9398,30426,"[0, 109]",Wed Dec 28 16:56:16 +0000 2016
813944609378369540,RT @dog_rates: This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce https://t.co/aI7umZHIq7,3457,0,"[0, 116]",Wed Dec 28 03:08:11 +0000 2016
813910438903693312,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf,2032,9832,"[0, 93]",Wed Dec 28 00:52:25 +0000 2016
813812741911748608,"Meet Gary, Carrie Fisher's dog. Idk what I can say about Gary that reflects the inspirational awesomeness that was Carrie Fisher. 14/10 RIP https://t.co/uBnQTNEeGg",15180,38485,"[0, 139]",Tue Dec 27 18:24:12 +0000 2016
813800681631023104,This is Sky. She's learning how to roll her R's. 12/10 cultured af https://t.co/OuaVvVkwJ1,1903,8825,"[0, 66]",Tue Dec 27 17:36:16 +0000 2016
813217897535406080,Here is Atlas. He went all out this year. 13/10 downright magical af https://t.co/DVYIZOnO81,7913,19751,"[0, 68]",Mon Dec 26 03:00:30 +0000 2016
813202720496779264,Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. 11/10 https://t.co/cD967DjnIn,1952,9723,"[0, 112]",Mon Dec 26 02:00:11 +0000 2016
813187593374461952,We only rate dogs. Please don't send in other things like this very good Christmas tree. Thank you... 13/10 https://t.co/rvSANEsQZJ,4723,20994,"[0, 107]",Mon Dec 26 01:00:05 +0000 2016
813172488309972993,This is Eleanor. She winks like she knows many things that you don't. 12/10 https://t.co/bxGwkJa2kE,2074,9868,"[0, 75]",Mon Dec 26 00:00:03 +0000 2016
813157409116065792,This is Layla. It is her first Christmas. She got to be one of the presents. 12/10 I wish my presents would bark https://t.co/hwhCbhCjnV,2406,8209,"[0, 112]",Sun Dec 25 23:00:08 +0000 2016
813142292504645637,Everybody stop what you're doing and look at this dog with her tiny Santa hat. 13/10 https://t.co/KK4XQK9SPi,2553,8934,"[0, 84]",Sun Dec 25 22:00:04 +0000 2016
813130366689148928,I've been informed by multiple sources that this is actually a dog elf who's tired from helping Santa all night. Pupgraded to 12/10,481,4727,"[0, 131]",Sun Dec 25 21:12:41 +0000 2016
813127251579564032,Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup https://t.co/BzITyGw3JA,3389,12551,"[0, 89]",Sun Dec 25 21:00:18 +0000 2016
813112105746448384,Meet Toby. He's pupset because his hat isn't big enough. Christmas is ruined. 12/10 it'll be ok Toby https://t.co/zfdaGZlweq,2982,10933,"[0, 100]",Sun Dec 25 20:00:07 +0000 2016
813096984823349248,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him https://t.co/soNL00XWVu,3896,11153,"[0, 74]",Sun Dec 25 19:00:02 +0000 2016
813081950185472002,This is Baron. He's officially festive as h*ck. Thinks it's just a fancy scarf. 11/10 would pat head approvingly https://t.co/PjulYEXTvg,2999,10457,"[0, 112]",Sun Dec 25 18:00:17 +0000 2016
813066809284972545,This is Tyr. He is disgusted by holiday traffic. Just trying to get to Christmas brunch on time. 12/10 hurry up pup https://t.co/syuTXARdtN,2101,8431,"[0, 115]",Sun Dec 25 17:00:08 +0000 2016
813051746834595840,This is Bauer. He had nothing to do with the cookies that disappeared. 13/10 very good boy https://t.co/AIMF8ouzvl,7947,22180,"[0, 90]",Sun Dec 25 16:00:16 +0000 2016
812781120811126785,This is Swagger. He's the Cleveland Browns ambassador. Hype as h*ck after that first win today. 10/10 https://t.co/lXFM1l22bG,2073,8039,"[0, 101]",Sat Dec 24 22:04:54 +0000 2016
812709060537683968,This is Brandi and Harley. They are practicing their caroling for later. Both 12/10 festive af https://t.co/AbBDuGZUpp,1545,7009,"[0, 94]",Sat Dec 24 17:18:34 +0000 2016
812503143955202048,"I'm happy to inform you all that Jake is in excellent hands. 13/10 for him and his new family 
https://t.co/LRCTJpnCnS https://t.co/wZz7fI6XO1",1323,6428,"[0, 118]",Sat Dec 24 03:40:19 +0000 2016
812466873996607488,This is Mary. She's desperately trying to recreate her Coachella experience.   12/10 downright h*ckin adorable https://t.co/BAJrfPvtux,2093,8453,"[0, 110]",Sat Dec 24 01:16:12 +0000 2016
812372279581671427,This is Moe. He's a fetty woof. Got a cardboard cutout of himself for Christmas. 13/10 inspirational af https://t.co/gCnAeL2mvT,3977,14488,"[0, 103]",Fri Dec 23 19:00:19 +0000 2016
811985624773361665,Say hello to Ted. He accidentally opened the front facing camera. 11/10 h*ckin unpupared https://t.co/sIB5C6FDop,1523,7685,"[0, 88]",Thu Dec 22 17:23:53 +0000 2016
811744202451197953,This is Halo. She likes watermelon. 13/10 https://t.co/TZkiQZqwA6,1737,7989,"[0, 41]",Thu Dec 22 01:24:33 +0000 2016
811647686436880384,PUPDATE: I've been informed that Augie was actually bringing his family these flowers when he tripped. Very good boy. Pupgraded to 11/10,804,5918,"[0, 136]",Wed Dec 21 19:01:02 +0000 2016
811627233043480576,This is Augie. He's a savage. Doesn't give a h*ck about your garden. Still 10/10 would forgive then pet https://t.co/IU8S0n4oxn,3380,13532,"[0, 103]",Wed Dec 21 17:39:46 +0000 2016
811386762094317568,This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper. 11/10 someone help him https://t.co/aAUXzoxaBy,6922,22143,"[0, 112]",Wed Dec 21 01:44:13 +0000 2016
810984652412424192,"Meet Sam. She smiles 24/7 &amp; secretly aspires to be a reindeer. 
Keep Sam smiling by clicking and sharing this link:
https://t.co/98tB8y7y7t https://t.co/LouL5vdvxx",1556,5646,"[0, 143]",Mon Dec 19 23:06:23 +0000 2016
810896069567610880,"This is Hunter. He just found out he needs braces. Requesting an orthodogtist stat. 11/10 you're fine Hunter, everything's fine https://t.co/zW1o0W4AYV",1936,9592,"[0, 127]",Mon Dec 19 17:14:23 +0000 2016
810657578271330305,This is Pavlov. His floatation device has failed him. He's quite pupset about it. 11/10 would rescue https://t.co/MXd0AGDsRJ,2870,11630,"[0, 100]",Mon Dec 19 01:26:42 +0000 2016
810284430598270976,This is Phil. He's a father. A very good father too. 13/10 everybody loves Phil https://t.co/9p6ECXJMMu,12357,37469,"[0, 79]",Sun Dec 18 00:43:57 +0000 2016
810254108431155201,"This is Gus. He likes to be close to you, which is good because you want to be close to Gus. 12/10 would boop then pet https://t.co/DrsrQkEfnb",3634,15553,"[0, 118]",Sat Dec 17 22:43:27 +0000 2016
809920764300447744,"Please only send in dogs. We only rate dogs, not seemingly heartbroken ewoks. Thank you... still 10/10 would console https://t.co/HIraYS1Bzo",4237,16405,"[0, 116]",Sat Dec 17 00:38:52 +0000 2016
809808892968534016,RT @dog_rates: This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly https://t.co/xIfrsMNLBR,5306,0,"[0, 140]",Fri Dec 16 17:14:20 +0000 2016
809448704142938112,"I call this one ""A Blep by the Sea"" 12/10 https://t.co/EMdnCugNbo",1590,7347,"[0, 41]",Thu Dec 15 17:23:04 +0000 2016
809220051211603969,This is Kyro. He's a Stratocumulus Flop. Tongue ejects at random. Serious h*ckin condition. Still 12/10 would pet passionately https://t.co/wHu15q2Q6p,6091,21120,"[0, 126]",Thu Dec 15 02:14:29 +0000 2016
809084759137812480,"This is Wallace. You said you brushed your teeth but he checked your toothbrush and it was bone dry. 11/10 not pupset, just disappointed https://t.co/nadm8yWZ4h",3806,14018,"[0, 136]",Wed Dec 14 17:16:53 +0000 2016
808838249661788160,This is Ito. He'll be your uber driver tonight. Currently adjusting the mirrors. 13/10 incredibly h*ckin responsible https://t.co/Zrrcw29o13,3303,10715,"[0, 116]",Wed Dec 14 00:57:20 +0000 2016
808733504066486276,Here's a pupper in a onesie. Quite pupset about it. Currently plotting revenge. 12/10 would rescue https://t.co/xQfrbNK3HD,2350,8385,"[0, 98]",Tue Dec 13 18:01:07 +0000 2016
808501579447930884,This is Koda. He dug a hole and then sat in it because why not. Unamused by the bath that followed. 12/10 https://t.co/SQhyqrr8px,2814,11951,"[0, 105]",Tue Dec 13 02:39:32 +0000 2016
808344865868283904,This is Seamus. He's very bad at entering pools. Still a very good boy tho 11/10 https://t.co/hfi264QwYM,22531,45041,"[0, 104]",Mon Dec 12 16:16:49 +0000 2016
808134635716833280,RT @dog_rates: This is Milo. I would do terrible things for Milo. 13/10 https://t.co/R6wJyC2Tey,6440,0,"[0, 95]",Mon Dec 12 02:21:26 +0000 2016
808106460588765185,Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same time https://t.co/ANBpEYHaho,2382,9279,"[0, 120]",Mon Dec 12 00:29:28 +0000 2016
808001312164028416,This is Cooper. He likes to stick his tongue out at you and then laugh about it. 12/10 quite the jokester https://t.co/O9iGgvfuzl,3843,13321,"[0, 105]",Sun Dec 11 17:31:39 +0000 2016
807621403335917568,This is Ollie Vue. He was a 3 legged pupper on a mission to overcome everything. This is very hard to write. 14/10 we will miss you Ollie https://t.co/qTRY2qX9y4,3982,15431,"[0, 137]",Sat Dec 10 16:22:02 +0000 2016
807106840509214720,This is Stephan. He just wants to help. 13/10 such a good boy https://t.co/DkBYaCAg2d,60362,125767,"[0, 61]",Fri Dec 09 06:17:20 +0000 2016
807059379405148160,RT @dog_rates: This is Cali. She arrived preassembled. Convenient af. 12/10 appears to be rather h*ckin pettable https://t.co/vOBV1ZqVcX,7938,0,"[0, 136]",Fri Dec 09 03:08:45 +0000 2016
807010152071229440,This is Lennon. He's a Boopershnoop Pupperdoop. Quite rare. Exceptionally pettable. 12/10 would definitely boop that shnoop https://t.co/fhgP6vSfhX,4157,13827,"[0, 123]",Thu Dec 08 23:53:08 +0000 2016
806629075125202948,"""Good afternoon class today we're going to learn what makes a good boy so good"" 13/10 https://t.co/f1h2Fsalv9",37784,79560,"[0, 85]",Wed Dec 07 22:38:52 +0000 2016
806620845233815552,RT @dog_rates: Idk why this keeps happening. We only rate dogs. Not Bangladeshi Couch Chipmunks. Please only send dogs... 12/10 https://t.c…,6001,0,"[0, 140]",Wed Dec 07 22:06:10 +0000 2016
806576416489959424,Hooman catch successful. Massive hit by dog. Fumble ensued. Possession to dog. 13/10 https://t.co/QrFkqgHR1G,2087,5150,"[0, 84]",Wed Dec 07 19:09:37 +0000 2016
806542213899489280,This is Waffles. He's concerned that the dandruff shampoo he just bought is faulty. 11/10 tragic af https://t.co/BCB87qUU0h,2562,10833,"[0, 99]",Wed Dec 07 16:53:43 +0000 2016
806242860592926720,RT @dog_rates: This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave https://t.co/nfprKAXqwu,12664,0,"[0, 137]",Tue Dec 06 21:04:11 +0000 2016
806219024703037440,We only rate dogs. Please stop sending in non-canines like this Freudian Poof Lion. This is incredibly frustrating... 11/10 https://t.co/IZidSrBvhi,1292,6817,"[0, 123]",Tue Dec 06 19:29:28 +0000 2016
805958939288408065,"RT @dog_rates: This is Penny. She fought a bee and the bee won. 10/10 you're fine Penny, everything's fine https://t.co/zrMVdfFej6",5842,0,"[0, 130]",Tue Dec 06 02:15:59 +0000 2016
805932879469572096,This is Major. He put on a tie for his first real walk. Only a little crooked. Can also drool upwards. H*ckin talented. 12/10 https://t.co/Zcwr8LgoO8,2075,8765,"[0, 125]",Tue Dec 06 00:32:26 +0000 2016
805826884734976000,This is Duke. He is not a fan of the pupporazzi. 12/10 https://t.co/SgpBVYIL18,1987,6980,"[0, 54]",Mon Dec 05 17:31:15 +0000 2016
805823200554876929,RT @dog_rates: This is Reginald. He's one magical puppo. Aerodynamic af. 12/10 would catch https://t.co/t0cEeRbcXJ,8723,0,"[0, 114]",Mon Dec 05 17:16:37 +0000 2016
805520635690676224,This is Zeke the Wonder Dog. He never let that poor man keep his frisbees. One of the Spartans all time greatest receivers. 13/10 RIP Zeke https://t.co/zacX7S6GyJ,1789,6097,"[0, 138]",Sun Dec 04 21:14:20 +0000 2016
805487436403003392,"Meet Sansa and Gary. They run along the fence together everyday, so the owners installed a window for them. Both 12/10 h*ckin romantic af https://t.co/1JUduNuaWl",2750,9301,"[0, 137]",Sun Dec 04 19:02:24 +0000 2016
805207613751304193,This is Shooter. He's doing quite the snowy zoom. 12/10 https://t.co/lHy4Xbyhd9,1847,8272,"[0, 55]",Sun Dec 04 00:30:29 +0000 2016
804738756058218496,This is Django. He accidentally opened the front facing camera. Did him quite the frighten. 12/10 https://t.co/kQVQoOW9NZ,4172,14558,"[0, 97]",Fri Dec 02 17:27:25 +0000 2016
804475857670639616,"HE'S TRYING TO BE HIS OWN PERSON LET HIM GO 13/10
https://t.co/LEZ8jR5txd",2185,6507,"[0, 73]",Fri Dec 02 00:02:45 +0000 2016
804413760345620481,RT @dog_rates: This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft https://t.co/AsykOwMrXQ,3501,0,"[0, 112]",Thu Dec 01 19:56:00 +0000 2016
804026241225523202,This is Bo. He's going to make me cry. 13/10 please get off the bus for him Carly https://t.co/U7FvBZo6Bq,17636,47286,"[0, 81]",Wed Nov 30 18:16:08 +0000 2016
803773340896923648,This is Diogi. He fell in the pool as soon as he was brought home. Clumsy puppo. 12/10 would pet until dry https://t.co/ZxeRjMKaWt,3006,10663,"[0, 106]",Wed Nov 30 01:31:12 +0000 2016
803692223237865472,RT @dog_rates: I present to you... Dog Jesus. 13/10 (he could be sitting on a rock but I doubt it) https://t.co/fR1P3g5I6k,8067,0,"[0, 122]",Tue Nov 29 20:08:52 +0000 2016
803638050916102144,Pupper hath acquire enemy. 13/10 https://t.co/ns9qoElfsX,4477,11644,"[0, 32]",Tue Nov 29 16:33:36 +0000 2016
803380650405482500,Meet Sonny. He's an in-home movie critic. That is his collection. He's very proud of it. 12/10 https://t.co/yPbCALoy2n,2014,8228,"[0, 94]",Mon Nov 28 23:30:47 +0000 2016
803321560782307329,RT @dog_rates: This is Philbert. His toilet broke and he doesn't know what to do. Trying not to panic. 11/10 furustrated af https://t.co/Nb…,5760,0,"[0, 140]",Mon Nov 28 19:35:59 +0000 2016
803276597545603072,This is Winston. His selfie game is legendary. Will steal your girl with a single snap. 11/10 handsome as h*ck https://t.co/jxQhxoPsgL,2670,10642,"[0, 110]",Mon Nov 28 16:37:19 +0000 2016
802952499103731712,This is Marley. She's having a ruff day. Pretty pupset. 12/10 would assist https://t.co/yLm7hQ6UXh,2182,9585,"[0, 74]",Sun Nov 27 19:09:28 +0000 2016
802624713319034886,"RT @dog_rates: ""Yep... just as I suspected. You're not flossing."" 12/10 and 11/10 for the pup not flossing https://t.co/SuXcI9B7pQ",3172,0,"[0, 130]",Sat Nov 26 21:26:58 +0000 2016
802600418706604034,This is Bailey. She has mastered the head tilt. 11/10 rather h*ckin adorable https://t.co/urhl90ZE1O,1599,7547,"[0, 100]",Sat Nov 26 19:50:26 +0000 2016
802572683846291456,This is Winnie. She's h*ckin ferocious. Dandelion doesn't even see her coming. 12/10 would pet with caution https://t.co/EFfLCP7oQv,2712,9493,"[0, 107]",Sat Nov 26 18:00:13 +0000 2016
802323869084381190,This is Severus. He's here to fix your cable. Looks like he succeeded. Even offered to pupgrade your plan. 13/10 h*ckin helpful https://t.co/aX4brLLpWZ,6333,17224,"[0, 127]",Sat Nov 26 01:31:31 +0000 2016
802265048156610565,"Like doggo, like pupper version 2. Both 11/10 https://t.co/9IxWAXFqze",1483,7013,"[0, 45]",Fri Nov 25 21:37:47 +0000 2016
802239329049477120,This is Loki. He'll do your taxes for you. Can also make room in your budget for all the things you bought today. 12/10 what a puppo https://t.co/5oWrHCWg87,2836,9624,"[0, 132]",Fri Nov 25 19:55:35 +0000 2016
802185808107208704,"RT @ChinoChinako: They're good products, Brent

Mug holds drinks; hoodie is comfy af. 13/10 

Puppy Aika h*cking agrees. @dog_rates https:/…",286,0,"[0, 140]",Fri Nov 25 16:22:55 +0000 2016
801958328846974976,This is Ronnie. He hopes you're having a great day. Nifty tongue slip. 12/10 would pat head approvingly https://t.co/4fY2bsAm65,1854,8185,"[0, 103]",Fri Nov 25 01:18:59 +0000 2016
